"contID","ko","contig","rank","taxid","score"
"ko\:K00001\:contig00722","K00001","contig00722","p","1224",100
"ko\:K00001\:contig00722","K00001","contig00722","c","28216",100
"ko\:K00001\:contig00722","K00001","contig00722","o","206389",61
"ko\:K00001\:contig00722","K00001","contig00722","f","75787",61
"ko\:K00001\:contig00722","K00001","contig00722","g","33057",30
"ko\:K00001\:contig00722","K00001","contig00722","s","76112",4
"ko\:K00001\:contig00723","K00001","contig00723","k","2",92
"ko\:K00001\:contig00723","K00001","contig00723","p","201174",68
"ko\:K00001\:contig00723","K00001","contig00723","c","1760",68
"ko\:K00001\:contig00723","K00001","contig00723","o","2037",64
"ko\:K00001\:contig00723","K00001","contig00723","f","1762",8
"ko\:K00001\:contig00723","K00001","contig00723","g","1763",8
"ko\:K00001\:contig00723","K00001","contig00723","s","318425",4
"ko\:K00001\:contig00724","K00001","contig00724","k","2",100
"ko\:K00001\:contig00724","K00001","contig00724","p","1224",100
"ko\:K00001\:contig00724","K00001","contig00724","c","1236",100
"ko\:K00001\:contig00724","K00001","contig00724","o","135622",64
"ko\:K00001\:contig00724","K00001","contig00724","f","72275",64
"ko\:K00001\:contig00724","K00001","contig00724","g","2742",64
"ko\:K00001\:contig00724","K00001","contig00724","s","1033846",4
"ko\:K00001\:contig00725","K00001","contig00725","k","2",100
"ko\:K00001\:contig00725","K00001","contig00725","p","1224",100
"ko\:K00001\:contig00725","K00001","contig00725","c","28211",100
"ko\:K00001\:contig00725","K00001","contig00725","o","356",100
"ko\:K00001\:contig00725","K00001","contig00725","f","41294",40
"ko\:K00001\:contig00725","K00001","contig00725","g","1073",36
"ko\:K00001\:contig00725","K00001","contig00725","s","1076",32
"ko\:K00001\:contig00726","K00001","contig00726","k","2",100
"ko\:K00001\:contig00726","K00001","contig00726","p","1224",55
"ko\:K00001\:contig00726","K00001","contig00726","c","1236",45
"ko\:K00001\:contig00726","K00001","contig00726","o","135614",23
"ko\:K00001\:contig00726","K00001","contig00726","f","568386",14
"ko\:K00001\:contig00726","K00001","contig00726","g","64001",5
"ko\:K00001\:contig00726","K00001","contig00726","s","64002",5
"ko\:K00001\:contig00727","K00001","contig00727","k","2",100
"ko\:K00001\:contig00727","K00001","contig00727","p","1224",100
"ko\:K00001\:contig00727","K00001","contig00727","c","1236",100
"ko\:K00001\:contig00727","K00001","contig00727","f","1400857",100
"ko\:K00001\:contig00727","K00001","contig00727","g","221279",50
"ko\:K00001\:contig00727","K00001","contig00727","s","1400862",50
"ko\:K00001\:contig00728","K00001","contig00728","k","2",100
"ko\:K00001\:contig00728","K00001","contig00728","p","1224",100
"ko\:K00001\:contig00728","K00001","contig00728","c","1236",100
"ko\:K00001\:contig00728","K00001","contig00728","f","1400857",100
"ko\:K00001\:contig00728","K00001","contig00728","g","221279",50
"ko\:K00001\:contig00728","K00001","contig00728","s","1400862",50
"ko\:K00001\:contig00729","K00001","contig00729","k","2",100
"ko\:K00001\:contig00729","K00001","contig00729","p","1224",68
"ko\:K00001\:contig00729","K00001","contig00729","c","28216",44
"ko\:K00001\:contig00729","K00001","contig00729","o","80840",44
"ko\:K00001\:contig00729","K00001","contig00729","f","80864",40
"ko\:K00001\:contig00729","K00001","contig00729","g","80865",12
"ko\:K00001\:contig00729","K00001","contig00729","s","1537702",4
"ko\:K00001\:contig00730","K00001","contig00730","k","2",100
"ko\:K00001\:contig00730","K00001","contig00730","p","203682",73
"ko\:K00001\:contig00730","K00001","contig00730","c","203683",73
"ko\:K00001\:contig00730","K00001","contig00730","o","112",73
"ko\:K00001\:contig00730","K00001","contig00730","f","126",73
"ko\:K00001\:contig00730","K00001","contig00730","g","265488",64
"ko\:K00001\:contig00730","K00001","contig00730","s","265606",36
"ko\:K00001\:contig00731","K00001","contig00731","k","2",100
"ko\:K00001\:contig00731","K00001","contig00731","p","1239",96
"ko\:K00001\:contig00731","K00001","contig00731","c","91061",96
"ko\:K00001\:contig00731","K00001","contig00731","o","1385",96
"ko\:K00001\:contig00731","K00001","contig00731","f","186817",76
"ko\:K00001\:contig00731","K00001","contig00731","g","1386",76
"ko\:K00001\:contig00731","K00001","contig00731","s","86661",60
"ko\:K00001\:contig00731","K00001","contig00731","s","1396",44
"ko\:K00001\:contig00732","K00001","contig00732","k","2",100
"ko\:K00001\:contig00732","K00001","contig00732","p","1224",56
"ko\:K00001\:contig00732","K00001","contig00732","c","28211",44
"ko\:K00001\:contig00732","K00001","contig00732","o","204455",24
"ko\:K00001\:contig00732","K00001","contig00732","f","31989",24
"ko\:K00001\:contig00732","K00001","contig00732","g","74030",8
"ko\:K00001\:contig00732","K00001","contig00732","s","314264",4
"ko\:K00001\:contig00733","K00001","contig00733","k","2",100
"ko\:K00001\:contig00733","K00001","contig00733","p","57723",67
"ko\:K00001\:contig00733","K00001","contig00733","c","204432",33
"ko\:K00001\:contig00733","K00001","contig00733","o","204433",33
"ko\:K00001\:contig00733","K00001","contig00733","f","204434",33
"ko\:K00001\:contig00733","K00001","contig00733","s","1267535",33
"ko\:K00001\:contig00735","K00001","contig00735","k","2",100
"ko\:K00001\:contig00735","K00001","contig00735","p","1224",63
"ko\:K00001\:contig00735","K00001","contig00735","c","28211",21
"ko\:K00001\:contig00735","K00001","contig00735","o","356",21
"ko\:K00001\:contig00735","K00001","contig00735","f","41294",17
"ko\:K00001\:contig00735","K00001","contig00735","g","374",13
"ko\:K00001\:contig00735","K00001","contig00735","s","375",4
"ko\:K00001\:contig00736","K00001","contig00736","k","2",100
"ko\:K00001\:contig00736","K00001","contig00736","p","203682",89
"ko\:K00001\:contig00736","K00001","contig00736","c","203683",89
"ko\:K00001\:contig00736","K00001","contig00736","o","112",89
"ko\:K00001\:contig00736","K00001","contig00736","f","126",89
"ko\:K00001\:contig00736","K00001","contig00736","g","265488",89
"ko\:K00001\:contig00736","K00001","contig00736","s","265606",44
"ko\:K00001\:contig00737","K00001","contig00737","k","2",95
"ko\:K00001\:contig00737","K00001","contig00737","p","1224",76
"ko\:K00001\:contig00737","K00001","contig00737","c","28216",62
"ko\:K00001\:contig00737","K00001","contig00737","o","80840",62
"ko\:K00001\:contig00737","K00001","contig00737","f","80864",29
"ko\:K00001\:contig00737","K00001","contig00737","g","80865",24
"ko\:K00001\:contig00737","K00001","contig00737","s","80866",14
"ko\:K00001\:contig00738","K00001","contig00738","k","2",100
"ko\:K00001\:contig00738","K00001","contig00738","p","201174",43
"ko\:K00001\:contig00738","K00001","contig00738","c","1760",43
"ko\:K00001\:contig00738","K00001","contig00738","o","2037",43
"ko\:K00001\:contig00738","K00001","contig00738","f","85025",36
"ko\:K00001\:contig00738","K00001","contig00738","g","1827",36
"ko\:K00001\:contig00738","K00001","contig00738","s","1833",21
"ko\:K00001\:contig00739","K00001","contig00739","k","2",100
"ko\:K00001\:contig00739","K00001","contig00739","p","1224",100
"ko\:K00001\:contig00739","K00001","contig00739","c","28216",100
"ko\:K00001\:contig00739","K00001","contig00739","o","32003",100
"ko\:K00001\:contig00739","K00001","contig00739","f","206379",100
"ko\:K00001\:contig00739","K00001","contig00739","g","914",100
"ko\:K00001\:contig00739","K00001","contig00739","s","915",100
"ko\:K00001\:contig00740","K00001","contig00740","k","2",100
"ko\:K00001\:contig00740","K00001","contig00740","p","1224",81
"ko\:K00001\:contig00740","K00001","contig00740","c","28216",57
"ko\:K00001\:contig00740","K00001","contig00740","o","80840",57
"ko\:K00001\:contig00740","K00001","contig00740","f","75682",29
"ko\:K00001\:contig00740","K00001","contig00740","g","963",29
"ko\:K00001\:contig00740","K00001","contig00740","s","92645",5
"ko\:K00001\:contig00741","K00001","contig00741","k","2",100
"ko\:K00001\:contig00741","K00001","contig00741","p","1224",100
"ko\:K00001\:contig00741","K00001","contig00741","c","1236",84
"ko\:K00001\:contig00741","K00001","contig00741","o","72274",48
"ko\:K00001\:contig00741","K00001","contig00741","f","468",44
"ko\:K00001\:contig00741","K00001","contig00741","g","469",44
"ko\:K00001\:contig00741","K00001","contig00741","s","487316",12
"ko\:K00001\:contig00742","K00001","contig00742","k","2",100
"ko\:K00001\:contig00742","K00001","contig00742","p","1224",84
"ko\:K00001\:contig00742","K00001","contig00742","c","28211",84
"ko\:K00001\:contig00742","K00001","contig00742","o","356",80
"ko\:K00001\:contig00742","K00001","contig00742","f","69277",64
"ko\:K00001\:contig00742","K00001","contig00742","g","68287",60
"ko\:K00001\:contig00742","K00001","contig00742","s","39645",16
"ko\:K00001\:contig00743","K00001","contig00743","k","2",100
"ko\:K00001\:contig00743","K00001","contig00743","p","1239",60
"ko\:K00001\:contig00743","K00001","contig00743","c","91061",56
"ko\:K00001\:contig00743","K00001","contig00743","o","1385",56
"ko\:K00001\:contig00743","K00001","contig00743","f","90964",32
"ko\:K00001\:contig00743","K00001","contig00743","g","1279",32
"ko\:K00001\:contig00743","K00001","contig00743","s","29388",16
"ko\:K00001\:contig00744","K00001","contig00744","k","2",100
"ko\:K00001\:contig00744","K00001","contig00744","p","1224",88
"ko\:K00001\:contig00744","K00001","contig00744","c","28221",88
"ko\:K00001\:contig00744","K00001","contig00744","o","29",75
"ko\:K00001\:contig00744","K00001","contig00744","f","39",31
"ko\:K00001\:contig00744","K00001","contig00744","g","42",13
"ko\:K00001\:contig00744","K00001","contig00744","s","43",6
"ko\:K00001\:contig00745","K00001","contig00745","k","2",100
"ko\:K00001\:contig00745","K00001","contig00745","p","201174",58
"ko\:K00001\:contig00745","K00001","contig00745","c","1760",58
"ko\:K00001\:contig00745","K00001","contig00745","o","2037",58
"ko\:K00001\:contig00745","K00001","contig00745","f","85023",25
"ko\:K00001\:contig00745","K00001","contig00745","g","33882",25
"ko\:K00001\:contig00745","K00001","contig00745","s","96765",8
"ko\:K00001\:contig00746","K00001","contig00746","k","2",96
"ko\:K00001\:contig00746","K00001","contig00746","p","1224",56
"ko\:K00001\:contig00746","K00001","contig00746","c","28216",32
"ko\:K00001\:contig00746","K00001","contig00746","o","80840",32
"ko\:K00001\:contig00746","K00001","contig00746","f","80864",28
"ko\:K00001\:contig00746","K00001","contig00746","g","80865",20
"ko\:K00001\:contig00746","K00001","contig00746","s","80866",12
"ko\:K00001\:contig00747","K00001","contig00747","k","2",100
"ko\:K00001\:contig00747","K00001","contig00747","p","1224",100
"ko\:K00001\:contig00747","K00001","contig00747","c","28216",48
"ko\:K00001\:contig00747","K00001","contig00747","g","327159",20
"ko\:K00001\:contig00747","K00001","contig00747","s","327160",4
"ko\:K00001\:contig00748","K00001","contig00748","k","2",100
"ko\:K00001\:contig00748","K00001","contig00748","p","1224",100
"ko\:K00001\:contig00748","K00001","contig00748","c","28216",96
"ko\:K00001\:contig00748","K00001","contig00748","o","80840",88
"ko\:K00001\:contig00748","K00001","contig00748","f","119060",84
"ko\:K00001\:contig00748","K00001","contig00748","g","106589",60
"ko\:K00001\:contig00748","K00001","contig00748","s","164546",12
"ko\:K00001\:contig00749","K00001","contig00749","k","2",100
"ko\:K00001\:contig00749","K00001","contig00749","p","1224",100
"ko\:K00001\:contig00749","K00001","contig00749","c","1236",100
"ko\:K00001\:contig00749","K00001","contig00749","o","72274",88
"ko\:K00001\:contig00749","K00001","contig00749","f","468",88
"ko\:K00001\:contig00749","K00001","contig00749","g","469",84
"ko\:K00001\:contig00749","K00001","contig00749","s","909768",68
"ko\:K00001\:contig00749","K00001","contig00749","s","470",60
"ko\:K00001\:contig00750","K00001","contig00750","k","2",100
"ko\:K00001\:contig00750","K00001","contig00750","p","1224",100
"ko\:K00001\:contig00750","K00001","contig00750","c","28211",100
"ko\:K00001\:contig00750","K00001","contig00750","o","356",100
"ko\:K00001\:contig00750","K00001","contig00750","f","41294",100
"ko\:K00001\:contig00750","K00001","contig00750","g","374",84
"ko\:K00001\:contig00750","K00001","contig00750","s","29448",16
"ko\:K00001\:contig00751","K00001","contig00751","k","2",100
"ko\:K00001\:contig00751","K00001","contig00751","p","1224",96
"ko\:K00001\:contig00751","K00001","contig00751","c","28216",92
"ko\:K00001\:contig00751","K00001","contig00751","o","80840",92
"ko\:K00001\:contig00751","K00001","contig00751","f","119060",92
"ko\:K00001\:contig00751","K00001","contig00751","g","32008",92
"ko\:K00001\:contig00751","K00001","contig00751","s","87882",84
"ko\:K00001\:contig00751","K00001","contig00751","s","95486",28
"ko\:K00001\:contig00752","K00001","contig00752","k","2",100
"ko\:K00001\:contig00752","K00001","contig00752","p","1224",100
"ko\:K00001\:contig00752","K00001","contig00752","c","1236",84
"ko\:K00001\:contig00752","K00001","contig00752","o","72274",56
"ko\:K00001\:contig00752","K00001","contig00752","f","135621",56
"ko\:K00001\:contig00752","K00001","contig00752","g","286",56
"ko\:K00001\:contig00752","K00001","contig00752","s","136849",24
"ko\:K00001\:contig00752","K00001","contig00752","s","50340",12
"ko\:K00001\:contig00753","K00001","contig00753","k","2",100
"ko\:K00001\:contig00753","K00001","contig00753","p","203682",71
"ko\:K00001\:contig00753","K00001","contig00753","c","203683",71
"ko\:K00001\:contig00753","K00001","contig00753","o","112",71
"ko\:K00001\:contig00753","K00001","contig00753","f","126",71
"ko\:K00001\:contig00753","K00001","contig00753","g","265488",50
"ko\:K00001\:contig00753","K00001","contig00753","s","265606",29
"ko\:K00001\:contig00754","K00001","contig00754","k","2",94
"ko\:K00001\:contig00754","K00001","contig00754","p","1224",78
"ko\:K00001\:contig00754","K00001","contig00754","c","28216",61
"ko\:K00001\:contig00754","K00001","contig00754","o","80840",61
"ko\:K00001\:contig00754","K00001","contig00754","f","75682",33
"ko\:K00001\:contig00754","K00001","contig00754","g","963",33
"ko\:K00001\:contig00754","K00001","contig00754","s","92645",6
"ko\:K00001\:contig00755","K00001","contig00755","k","2",100
"ko\:K00001\:contig00755","K00001","contig00755","p","201174",100
"ko\:K00001\:contig00755","K00001","contig00755","c","1760",100
"ko\:K00001\:contig00755","K00001","contig00755","o","2037",33
"ko\:K00001\:contig00755","K00001","contig00755","f","1762",33
"ko\:K00001\:contig00755","K00001","contig00755","g","1763",33
"ko\:K00001\:contig00755","K00001","contig00755","s","164757",17
"ko\:K00001\:contig00756","K00001","contig00756","k","2",100
"ko\:K00001\:contig00756","K00001","contig00756","p","1239",92
"ko\:K00001\:contig00756","K00001","contig00756","c","91061",88
"ko\:K00001\:contig00756","K00001","contig00756","o","1385",88
"ko\:K00001\:contig00756","K00001","contig00756","f","186817",72
"ko\:K00001\:contig00756","K00001","contig00756","g","129337",48
"ko\:K00001\:contig00756","K00001","contig00756","s","1422",8
"ko\:K00001\:contig00757","K00001","contig00757","k","2",100
"ko\:K00001\:contig00757","K00001","contig00757","p","203682",100
"ko\:K00001\:contig00757","K00001","contig00757","c","203683",100
"ko\:K00001\:contig00757","K00001","contig00757","o","112",100
"ko\:K00001\:contig00757","K00001","contig00757","f","126",100
"ko\:K00001\:contig00757","K00001","contig00757","g","265488",100
"ko\:K00001\:contig00757","K00001","contig00757","s","265606",50
"ko\:K00001\:contig00758","K00001","contig00758","k","2",100
"ko\:K00001\:contig00758","K00001","contig00758","p","1239",100
"ko\:K00001\:contig00758","K00001","contig00758","c","91061",100
"ko\:K00001\:contig00758","K00001","contig00758","o","1385",100
"ko\:K00001\:contig00758","K00001","contig00758","f","186817",96
"ko\:K00001\:contig00758","K00001","contig00758","g","1386",96
"ko\:K00001\:contig00758","K00001","contig00758","s","86661",92
"ko\:K00001\:contig00758","K00001","contig00758","s","1396",76
"ko\:K00001\:contig00759","K00001","contig00759","k","2",100
"ko\:K00001\:contig00759","K00001","contig00759","p","201174",100
"ko\:K00001\:contig00759","K00001","contig00759","c","1760",100
"ko\:K00001\:contig00759","K00001","contig00759","o","2037",100
"ko\:K00001\:contig00759","K00001","contig00759","f","28056",78
"ko\:K00001\:contig00759","K00001","contig00759","g","168694",78
"ko\:K00001\:contig00759","K00001","contig00759","s","168697",22
"ko\:K00001\:contig00760","K00001","contig00760","k","2",100
"ko\:K00001\:contig00760","K00001","contig00760","p","201174",100
"ko\:K00001\:contig00760","K00001","contig00760","c","1760",100
"ko\:K00001\:contig00760","K00001","contig00760","o","2037",92
"ko\:K00001\:contig00760","K00001","contig00760","f","2062",92
"ko\:K00001\:contig00760","K00001","contig00760","g","1883",92
"ko\:K00001\:contig00760","K00001","contig00760","s","1930",17
"ko\:K00001\:contig00761","K00001","contig00761","k","2",52
"ko\:K00001\:contig00761","K00001","contig00761","p","1239",48
"ko\:K00001\:contig00761","K00001","contig00761","c","91061",48
"ko\:K00001\:contig00761","K00001","contig00761","o","1385",48
"ko\:K00001\:contig00761","K00001","contig00761","f","186817",24
"ko\:K00001\:contig00761","K00001","contig00761","g","129337",16
"ko\:K00001\:contig00761","K00001","contig00761","s","471223",4
"ko\:K00001\:contig00762","K00001","contig00762","k","2",100
"ko\:K00001\:contig00762","K00001","contig00762","p","1224",100
"ko\:K00001\:contig00762","K00001","contig00762","c","28211",100
"ko\:K00001\:contig00762","K00001","contig00762","o","356",100
"ko\:K00001\:contig00762","K00001","contig00762","f","118882",64
"ko\:K00001\:contig00762","K00001","contig00762","g","528",32
"ko\:K00001\:contig00762","K00001","contig00762","s","529",8
"ko\:K00001\:contig00763","K00001","contig00763","k","2",100
"ko\:K00001\:contig00763","K00001","contig00763","p","1224",96
"ko\:K00001\:contig00763","K00001","contig00763","c","28211",80
"ko\:K00001\:contig00763","K00001","contig00763","o","356",80
"ko\:K00001\:contig00763","K00001","contig00763","f","41294",80
"ko\:K00001\:contig00763","K00001","contig00763","g","374",80
"ko\:K00001\:contig00763","K00001","contig00763","s","375",20
"ko\:K00001\:contig00764","K00001","contig00764","k","2",100
"ko\:K00001\:contig00764","K00001","contig00764","p","1224",72
"ko\:K00001\:contig00764","K00001","contig00764","c","1236",40
"ko\:K00001\:contig00764","K00001","contig00764","o","135619",28
"ko\:K00001\:contig00764","K00001","contig00764","f","28256",28
"ko\:K00001\:contig00764","K00001","contig00764","g","2745",28
"ko\:K00001\:contig00764","K00001","contig00764","s","223527",4
"ko\:K00001\:contig00765","K00001","contig00765","k","2",100
"ko\:K00001\:contig00765","K00001","contig00765","p","1224",64
"ko\:K00001\:contig00765","K00001","contig00765","c","1236",55
"ko\:K00001\:contig00765","K00001","contig00765","o","135614",45
"ko\:K00001\:contig00765","K00001","contig00765","f","568386",36
"ko\:K00001\:contig00765","K00001","contig00765","g","64001",18
"ko\:K00001\:contig00765","K00001","contig00765","s","418856",18
"ko\:K00001\:contig00766","K00001","contig00766","k","2",100
"ko\:K00001\:contig00766","K00001","contig00766","p","1224",100
"ko\:K00001\:contig00766","K00001","contig00766","c","28216",84
"ko\:K00001\:contig00766","K00001","contig00766","o","80840",64
"ko\:K00001\:contig00766","K00001","contig00766","f","119060",64
"ko\:K00001\:contig00766","K00001","contig00766","g","32008",64
"ko\:K00001\:contig00766","K00001","contig00766","s","87882",56
"ko\:K00001\:contig00766","K00001","contig00766","s","95486",28
"ko\:K00001\:contig00767","K00001","contig00767","k","2",100
"ko\:K00001\:contig00767","K00001","contig00767","p","203682",74
"ko\:K00001\:contig00767","K00001","contig00767","c","203683",74
"ko\:K00001\:contig00767","K00001","contig00767","o","112",74
"ko\:K00001\:contig00767","K00001","contig00767","f","126",74
"ko\:K00001\:contig00767","K00001","contig00767","g","265488",47
"ko\:K00001\:contig00767","K00001","contig00767","s","265606",21
"ko\:K00001\:contig00768","K00001","contig00768","k","2",100
"ko\:K00001\:contig00768","K00001","contig00768","p","1224",100
"ko\:K00001\:contig00768","K00001","contig00768","c","28216",100
"ko\:K00001\:contig00768","K00001","contig00768","o","206389",100
"ko\:K00001\:contig00768","K00001","contig00768","f","75787",100
"ko\:K00001\:contig00768","K00001","contig00768","g","33057",67
"ko\:K00001\:contig00768","K00001","contig00768","s","164400",17
"ko\:K00001\:contig00769","K00001","contig00769","k","2",100
"ko\:K00001\:contig00769","K00001","contig00769","p","1224",75
"ko\:K00001\:contig00769","K00001","contig00769","c","28221",50
"ko\:K00001\:contig00769","K00001","contig00769","o","213115",38
"ko\:K00001\:contig00769","K00001","contig00769","f","194924",38
"ko\:K00001\:contig00769","K00001","contig00769","g","872",38
"ko\:K00001\:contig00769","K00001","contig00769","s","58180",13
"ko\:K00001\:contig00770","K00001","contig00770","k","2",92
"ko\:K00001\:contig00770","K00001","contig00770","p","1239",56
"ko\:K00001\:contig00770","K00001","contig00770","c","91061",56
"ko\:K00001\:contig00770","K00001","contig00770","o","1385",56
"ko\:K00001\:contig00770","K00001","contig00770","f","186817",32
"ko\:K00001\:contig00770","K00001","contig00770","g","1386",20
"ko\:K00001\:contig00770","K00001","contig00770","s","1398",12
"ko\:K00001\:contig00771","K00001","contig00771","k","2",100
"ko\:K00001\:contig00771","K00001","contig00771","p","201174",100
"ko\:K00001\:contig00771","K00001","contig00771","c","1760",100
"ko\:K00001\:contig00771","K00001","contig00771","o","2037",100
"ko\:K00001\:contig00771","K00001","contig00771","f","1268",26
"ko\:K00001\:contig00771","K00001","contig00771","g","1663",21
"ko\:K00001\:contig00771","K00001","contig00771","s","1349820",11
"ko\:K00001\:contig00772","K00001","contig00772","k","2",100
"ko\:K00001\:contig00772","K00001","contig00772","p","201174",100
"ko\:K00001\:contig00772","K00001","contig00772","c","1760",100
"ko\:K00001\:contig00772","K00001","contig00772","o","2037",100
"ko\:K00001\:contig00772","K00001","contig00772","f","1762",100
"ko\:K00001\:contig00772","K00001","contig00772","g","1763",100
"ko\:K00001\:contig00772","K00001","contig00772","s","77643",80
"ko\:K00001\:contig00772","K00001","contig00772","s","1773",52
"ko\:K00001\:contig00773","K00001","contig00773","k","2",96
"ko\:K00001\:contig00773","K00001","contig00773","p","1224",52
"ko\:K00001\:contig00773","K00001","contig00773","c","28216",24
"ko\:K00001\:contig00773","K00001","contig00773","o","80840",24
"ko\:K00001\:contig00773","K00001","contig00773","f","506",12
"ko\:K00001\:contig00773","K00001","contig00773","g","312063",12
"ko\:K00001\:contig00773","K00001","contig00773","s","364039",12
"ko\:K00001\:contig00774","K00001","contig00774","k","2",100
"ko\:K00001\:contig00774","K00001","contig00774","p","1224",100
"ko\:K00001\:contig00774","K00001","contig00774","c","1236",40
"ko\:K00001\:contig00774","K00001","contig00774","o","135618",28
"ko\:K00001\:contig00774","K00001","contig00774","f","403",28
"ko\:K00001\:contig00774","K00001","contig00774","g","39773",16
"ko\:K00001\:contig00774","K00001","contig00774","s","39774",4
"ko\:K00001\:contig00775","K00001","contig00775","k","2",100
"ko\:K00001\:contig00775","K00001","contig00775","p","201174",88
"ko\:K00001\:contig00775","K00001","contig00775","c","1760",88
"ko\:K00001\:contig00775","K00001","contig00775","o","2037",80
"ko\:K00001\:contig00775","K00001","contig00775","f","2062",56
"ko\:K00001\:contig00775","K00001","contig00775","g","1883",52
"ko\:K00001\:contig00775","K00001","contig00775","s","66865",4
"ko\:K00001\:contig00776","K00001","contig00776","k","2",100
"ko\:K00001\:contig00776","K00001","contig00776","p","1224",76
"ko\:K00001\:contig00776","K00001","contig00776","c","28211",56
"ko\:K00001\:contig00776","K00001","contig00776","o","356",32
"ko\:K00001\:contig00776","K00001","contig00776","f","82115",24
"ko\:K00001\:contig00776","K00001","contig00776","g","379",12
"ko\:K00001\:contig00776","K00001","contig00776","s","136996",4
"ko\:K00001\:contig00777","K00001","contig00777","k","2",100
"ko\:K00001\:contig00777","K00001","contig00777","p","1239",80
"ko\:K00001\:contig00777","K00001","contig00777","c","91061",80
"ko\:K00001\:contig00777","K00001","contig00777","o","1385",80
"ko\:K00001\:contig00777","K00001","contig00777","f","186817",27
"ko\:K00001\:contig00777","K00001","contig00777","g","1386",27
"ko\:K00001\:contig00777","K00001","contig00777","s","1398",7
"ko\:K00001\:contig00778","K00001","contig00778","k","2",100
"ko\:K00001\:contig00778","K00001","contig00778","p","1224",84
"ko\:K00001\:contig00778","K00001","contig00778","c","28216",52
"ko\:K00001\:contig00778","K00001","contig00778","o","80840",52
"ko\:K00001\:contig00778","K00001","contig00778","f","119060",48
"ko\:K00001\:contig00778","K00001","contig00778","g","32008",48
"ko\:K00001\:contig00778","K00001","contig00778","s","87882",40
"ko\:K00001\:contig00778","K00001","contig00778","s","87883",24
"ko\:K00001\:contig00779","K00001","contig00779","k","2",100
"ko\:K00001\:contig00779","K00001","contig00779","p","1224",67
"ko\:K00001\:contig00779","K00001","contig00779","c","28211",67
"ko\:K00001\:contig00779","K00001","contig00779","o","356",53
"ko\:K00001\:contig00779","K00001","contig00779","f","82115",33
"ko\:K00001\:contig00779","K00001","contig00779","g","28105",33
"ko\:K00001\:contig00779","K00001","contig00779","s","110321",20
"ko\:K00001\:contig00780","K00001","contig00780","k","2",100
"ko\:K00001\:contig00780","K00001","contig00780","p","1224",100
"ko\:K00001\:contig00780","K00001","contig00780","c","28211",50
"ko\:K00001\:contig00780","K00001","contig00780","o","356",50
"ko\:K00001\:contig00780","K00001","contig00780","f","41294",50
"ko\:K00001\:contig00780","K00001","contig00780","g","1073",50
"ko\:K00001\:contig00780","K00001","contig00780","s","1076",40
"ko\:K00001\:contig00781","K00001","contig00781","k","2",100
"ko\:K00001\:contig00781","K00001","contig00781","p","201174",57
"ko\:K00001\:contig00781","K00001","contig00781","c","1760",57
"ko\:K00001\:contig00781","K00001","contig00781","o","2037",57
"ko\:K00001\:contig00781","K00001","contig00781","f","2062",43
"ko\:K00001\:contig00781","K00001","contig00781","g","1883",43
"ko\:K00001\:contig00781","K00001","contig00781","s","35758",14
"ko\:K00001\:contig00782","K00001","contig00782","k","2",100
"ko\:K00001\:contig00782","K00001","contig00782","p","1224",100
"ko\:K00001\:contig00782","K00001","contig00782","c","28216",47
"ko\:K00001\:contig00782","K00001","contig00782","o","119069",20
"ko\:K00001\:contig00782","K00001","contig00782","f","206349",20
"ko\:K00001\:contig00782","K00001","contig00782","g","919",20
"ko\:K00001\:contig00782","K00001","contig00782","s","36861",13
"ko\:K00001\:contig00783","K00001","contig00783","k","2",100
"ko\:K00001\:contig00783","K00001","contig00783","p","201174",100
"ko\:K00001\:contig00783","K00001","contig00783","c","1760",100
"ko\:K00001\:contig00783","K00001","contig00783","o","2037",100
"ko\:K00001\:contig00783","K00001","contig00783","f","1268",52
"ko\:K00001\:contig00783","K00001","contig00783","g","1663",48
"ko\:K00001\:contig00783","K00001","contig00783","s","29320",9
"ko\:K00001\:contig00784","K00001","contig00784","k","2",100
"ko\:K00001\:contig00784","K00001","contig00784","p","1224",100
"ko\:K00001\:contig00784","K00001","contig00784","c","28211",96
"ko\:K00001\:contig00784","K00001","contig00784","o","356",52
"ko\:K00001\:contig00784","K00001","contig00784","f","118882",20
"ko\:K00001\:contig00784","K00001","contig00784","g","528",20
"ko\:K00001\:contig00784","K00001","contig00784","s","529",8
"ko\:K00001\:contig00785","K00001","contig00785","k","2",100
"ko\:K00001\:contig00785","K00001","contig00785","p","1239",60
"ko\:K00001\:contig00785","K00001","contig00785","c","91061",60
"ko\:K00001\:contig00785","K00001","contig00785","o","1385",60
"ko\:K00001\:contig00785","K00001","contig00785","f","186817",28
"ko\:K00001\:contig00785","K00001","contig00785","g","1386",16
"ko\:K00001\:contig00785","K00001","contig00785","s","1398",4
"ko\:K00001\:contig00786","K00001","contig00786","k","2",100
"ko\:K00001\:contig00786","K00001","contig00786","p","1224",100
"ko\:K00001\:contig00786","K00001","contig00786","c","28216",100
"ko\:K00001\:contig00786","K00001","contig00786","o","206389",59
"ko\:K00001\:contig00786","K00001","contig00786","f","75787",59
"ko\:K00001\:contig00786","K00001","contig00786","g","33057",32
"ko\:K00001\:contig00786","K00001","contig00786","s","76112",5
"ko\:K00001\:contig00787","K00001","contig00787","k","2",100
"ko\:K00001\:contig00787","K00001","contig00787","p","57723",67
"ko\:K00001\:contig00787","K00001","contig00787","c","204432",67
"ko\:K00001\:contig00787","K00001","contig00787","o","204433",67
